method,family,snr_db,seed,ss_mse,ss_mse_db,ep_mse,conv_time,inference_time_ms
NLMS,colored,0.0,4,0.18125098009378104,-7.417196363508759,0.18442308099899787,2000,7.223960004921537
NLMS,colored,5.0,0,0.1281552488731238,-8.922636016499638,0.11569852009624149,2000,7.094556000083685
NLMS,colored,5.0,1,0.12185033584678831,-9.141732694612822,0.12237772198389553,2000,6.873033998999745
NLMS,colored,5.0,2,0.12582475534687593,-9.002339053669107,0.12832141300486422,2000,7.108469995728228
NLMS,colored,5.0,3,0.10604669077770615,-9.74502879235782,0.11330769137222442,2000,7.182021996413823
NLMS,colored,5.0,4,0.10698457950787507,-9.70678815930001,0.10575350585464545,2000,7.223093001812231
NLMS,colored,15.0,0,0.030397882889778207,-15.171566624725,0.024858307534332033,100,7.21170299948426
NLMS,colored,15.0,1,0.02161451657063114,-16.65254473413736,0.025332782755047502,100,7.123235998733435
NLMS,colored,15.0,2,0.025367007273223854,-15.957307665566006,0.027937260297632962,100,7.297985001059715
NLMS,colored,15.0,3,0.03008331223807629,-15.216743486668193,0.024189378574659186,100,7.165934999648016
NLMS,colored,15.0,4,0.03318519069412472,-14.790556823882955,0.025944053182884435,100,7.1155109981191345
NLMS,colored,20.0,0,0.010708088686032007,-19.702880405361775,0.008954151509187767,100,7.073113003571052
NLMS,colored,20.0,1,0.007081637321241783,-21.498663188914282,0.008829066226077337,100,7.064319004712161
NLMS,colored,20.0,2,0.009092957173023077,-20.41294854346484,0.009900532518602064,100,7.100246999470983
NLMS,colored,20.0,3,0.010166255101453974,-19.928389967188902,0.008546965469832178,100,6.890459000715055
NLMS,colored,20.0,4,0.012239888552489031,-19.122225365062327,0.009429995451441926,100,7.265731001098175
NLMS,impulsive,0.0,0,0.16725434874693662,-7.766225814066038,0.1877097490049344,2000,7.1864160054246895
NLMS,impulsive,0.0,1,0.21969809198480628,-6.581737147846967,0.20943512026048364,2000,7.076636000419967
