method,family,snr_db,seed,ss_mse,ss_mse_db,ep_mse,conv_time,inference_time_ms
Meta-RL-s142,time_varying,10.0,2,0.022572339547244438,-16.464234254044875,0.029555273382442068,100,1786.0899579973193
Meta-RL-s142,time_varying,10.0,3,0.09907799412975857,-10.040227944434994,0.07357200481526181,288,2329.1992629965534
Meta-RL-s142,time_varying,10.0,4,0.1022450815770249,-9.903575742242783,0.06471274477631787,543,2249.619315000018
Meta-RL-s142,regime_switch,10.0,0,0.030780280166205886,-15.117274314662758,0.03013643162394061,155,2192.942423003842
Meta-RL-s142,regime_switch,10.0,1,0.006226066848479154,-22.057862205947096,0.00973198118559141,100,2230.9822449969943
Meta-RL-s142,regime_switch,10.0,2,0.13179852717434826,-8.800894428770087,0.18351290131783005,2000,2204.6249179984443
Meta-RL-s142,regime_switch,10.0,3,0.15668915478479686,-8.049610621126558,0.13658552100956053,100,2295.491367003706
Meta-RL-s142,regime_switch,10.0,4,0.0025568335579067144,-25.92297542134423,0.020667583203604307,100,2244.6459519997006
Meta-RL-s142,alpha_stable,10.0,0,0.022994856168933844,-16.38369302541321,0.03398546695158808,108,2290.2494770023623
Meta-RL-s142,alpha_stable,10.0,1,0.007791860131106217,-21.08358851868616,0.019894025170337733,102,2215.7047829969088
Meta-RL-s142,alpha_stable,10.0,2,0.025402685773210493,-15.951203638818082,0.028918478565690846,100,2328.739796001173
Meta-RL-s142,alpha_stable,10.0,3,0.0404021578278151,-13.935954391438186,0.038986176989688606,117,2242.2814660021686
Meta-RL-s142,alpha_stable,10.0,4,0.011531010461937915,-19.38132633793781,0.02740808374526188,102,2231.7481099962606
Meta-RL-s142,burst,10.0,0,0.0926075379527065,-10.333536617148042,0.036041591980316784,238,2248.5586570037412
Meta-RL-s142,burst,10.0,1,0.02949658819131412,-15.302282150368278,0.028171319663869595,100,2207.001709997712
Meta-RL-s142,burst,10.0,2,0.007329866443381861,-21.349039384552437,0.028782290093699595,100,2319.756917000632
Meta-RL-s142,burst,10.0,3,0.0440047671936849,-13.565002722820708,0.02858424010321019,100,2305.6680530062295
Meta-RL-s142,burst,10.0,4,5.1073362318568055e-05,-42.91805541741104,0.023845873558935016,100,2212.6446920010494
Meta-RL-s142,chirp_interferer,10.0,0,0.015334477870198914,-18.14331006868818,0.028237705912159173,100,2281.9271330008633
Meta-RL-s142,chirp_interferer,10.0,1,0.0028048423450185685,-25.52091544453586,0.01785430267328402,100,2203.7003560035373
Meta-RL-s142,chirp_interferer,10.0,2,0.058521032194694955,-12.326880223802679,0.030980867281104118,100,2209.2642600036925
Meta-RL-s142,chirp_interferer,10.0,3,0.010937222445251468,-19.610929549150818,0.02173906270440576,103,2296.5630239996244
Meta-RL-s142,chirp_interferer,10.0,4,0.029192599958038627,-15.347272240397373,0.02108702926184197,102,2296.401870997215
PPO-NLMS-s242,gaussian,10.0,0,0.03468733112835597,-14.598291138328488,0.03525381678170029,103,888.850387003913
PPO-NLMS-s242,gaussian,10.0,1,0.02534302575531151,-15.961415350397195,0.024811882827860583,115,860.9883120006998
PPO-NLMS-s242,gaussian,10.0,2,0.030939261887588842,-15.094900513844408,0.031098235786086614,109,1512.3367699998198
PPO-NLMS-s242,gaussian,10.0,3,0.04647829887299169,-13.327497756942808,0.042257009076029944,284,1417.3391340009402
PPO-NLMS-s242,gaussian,10.0,4,0.02023457503097248,-16.93905912261167,0.027251135790892705,178,1367.4152419989696
PPO-NLMS-s242,colored,10.0,0,0.02787969728876454,-15.547119460008066,0.027346768216880916,103,1368.2487289988785
PPO-NLMS-s242,colored,10.0,1,0.014845550371810595,-18.284036970612757,0.0161120645641248,102,1381.9166350003798
PPO-NLMS-s242,colored,10.0,2,0.028079761085585228,-15.516065916711174,0.028253836968411362,100,1520.2849229972344
PPO-NLMS-s242,colored,10.0,3,0.05878290290894705,-12.307489707193168,0.05239456333681756,106,1363.3863360009855
PPO-NLMS-s242,colored,10.0,4,0.012174886412981789,-19.145350818596146,0.0176802885951124,102,1408.1788789990242
PPO-NLMS-s242,impulsive,10.0,0,0.02926448084430356,-15.336591759072174,0.036863530523184654,103,1489.7621739946771
PPO-NLMS-s242,impulsive,10.0,1,0.03147451270231448,-15.020409850294667,0.027597274140001196,102,1325.178902996413
PPO-NLMS-s242,impulsive,10.0,2,0.03926695454543134,-14.059727802923076,0.03094457058564936,100,1371.714206004981
PPO-NLMS-s242,impulsive,10.0,3,0.04391167599843641,-13.574199866392675,0.04972938189580513,281,1283.174003001477
PPO-NLMS-s242,impulsive,10.0,4,0.025849234495139532,-15.87552313654182,0.02631806313597574,223,1284.70147200278
PPO-NLMS-s242,time_varying,10.0,0,0.016622130304892874,-17.793133174468785,0.024110842193650426,100,1280.99725300126
PPO-NLMS-s242,time_varying,10.0,1,0.04832587810926296,-13.158202458358412,0.04997854093294441,145,1306.638671005203
PPO-NLMS-s242,time_varying,10.0,2,0.0202320816149334,-16.939594317222706,0.029755915015441732,100,1343.6950539980899
PPO-NLMS-s242,time_varying,10.0,3,0.09685373493216234,-10.138836270916249,0.07278106914279121,292,1285.0249730036012
PPO-NLMS-s242,time_varying,10.0,4,0.11567384375557745,-9.367648328926672,0.0669890993525451,528,1284.745937999105
PPO-NLMS-s242,regime_switch,10.0,0,0.028531269297197806,-15.446789070340897,0.030169706238509883,163,1322.3561350023374
PPO-NLMS-s242,regime_switch,10.0,1,0.004996153353836892,-23.013642396058927,0.010219772194426732,100,1370.1899640000192
PPO-NLMS-s242,regime_switch,10.0,2,0.1066924691803642,-9.71866233887633,0.14929126573772078,2000,1303.8497970046592
PPO-NLMS-s242,regime_switch,10.0,3,0.14136712480416508,-8.496515748086484,0.11203468999671422,103,1299.6674060050282
PPO-NLMS-s242,regime_switch,10.0,4,0.0032323037462853423,-24.90487834292407,0.018636740496632935,102,1443.279700994026
PPO-NLMS-s242,alpha_stable,10.0,0,0.023016311465219888,-16.3796427402591,0.03459510170151821,107,1359.4344809971517
PPO-NLMS-s242,alpha_stable,10.0,1,0.008242841096926135,-20.839230722245993,0.021561675157766573,103,1289.9381809984334
PPO-NLMS-s242,alpha_stable,10.0,2,0.02623811357646411,-15.810673923279378,0.030663999030360187,102,1362.4401380002382
PPO-NLMS-s242,alpha_stable,10.0,3,0.04618591272468715,-13.354904694317746,0.03913400465043126,116,1293.8505450001685
PPO-NLMS-s242,alpha_stable,10.0,4,0.0140961414844095,-18.508997498213404,0.028280476739958992,103,1289.8983519989997
PPO-NLMS-s242,burst,10.0,0,0.07809090000186232,-11.07399571869214,0.03328248071917196,240,1304.5504720066674
PPO-NLMS-s242,burst,10.0,1,0.023498474163798782,-16.28960337018568,0.02492546523604212,100,1307.3209439971833
PPO-NLMS-s242,burst,10.0,2,0.009004256727374954,-20.4555213093861,0.02610144639036524,100,1299.8276260041166
PPO-NLMS-s242,burst,10.0,3,0.03886537588068842,-14.104371277126756,0.02654449795644989,100,1297.8143229993293
PPO-NLMS-s242,burst,10.0,4,0.00011710309957304406,-39.314316058333844,0.022522888450075353,100,1312.0231479988433
PPO-NLMS-s242,chirp_interferer,10.0,0,0.01670930345838082,-17.770416536405584,0.030439914529112592,141,1374.044292999315
PPO-NLMS-s242,chirp_interferer,10.0,1,0.0033558975348091016,-24.741913077694512,0.017921702845982834,100,1423.293536005076
PPO-NLMS-s242,chirp_interferer,10.0,2,0.045421238990078466,-13.427410233604595,0.029151208387842527,103,1916.0895820023143
PPO-NLMS-s242,chirp_interferer,10.0,3,0.011990298829744676,-19.211699929706942,0.025003941280878364,100,1271.9251180024003
PPO-NLMS-s242,chirp_interferer,10.0,4,0.030323361942863704,-15.182226502455753,0.021271206618909296,103,1085.4276020036195
Meta-RL-s242,gaussian,10.0,0,0.03240885532127605,-14.893363079371886,0.03318286163445641,120,3364.2276220052736
Meta-RL-s242,gaussian,10.0,1,0.03684355995708042,-14.33638413343422,0.03648057256853425,145,2422.9176500011818
Meta-RL-s242,gaussian,10.0,2,0.03192448953439108,-14.958760382692535,0.03182807586171974,183,2286.39939599816
Meta-RL-s242,gaussian,10.0,3,0.05053600006437422,-12.963991355518779,0.04968506415561175,294,2317.6093160000164
Meta-RL-s242,gaussian,10.0,4,0.035644040668716584,-14.480130694754694,0.04842851033440233,878,1911.2895159996697
Meta-RL-s242,colored,10.0,0,0.023937858923558965,-16.20914696821537,0.023957625099297438,113,1687.7638309961185
Meta-RL-s242,colored,10.0,1,0.016963209375580473,-17.704919773930637,0.01836657856353966,100,2084.819438998238
Meta-RL-s242,colored,10.0,2,0.029894688696555632,-15.244059646602121,0.03062956951815743,100,1637.4309809980332
Meta-RL-s242,colored,10.0,3,0.09053950790147662,-10.43161870298241,0.06865336833513519,296,2197.2331699944334
Meta-RL-s242,colored,10.0,4,0.02103978877410776,-16.76958624511911,0.03179818930870517,173,2294.2364170012297
Meta-RL-s242,impulsive,10.0,0,0.02808498306353103,-15.515258336707994,0.03303111928568853,102,2052.4071370018646
Meta-RL-s242,impulsive,10.0,1,0.04029284135548188,-13.94772106105509,0.03483705934677444,121,1629.3121019989485
Meta-RL-s242,impulsive,10.0,2,0.04356212493242163,-13.608909437842353,0.032653777805960515,100,1616.1087680011406
Meta-RL-s242,impulsive,10.0,3,0.046355390785944695,-13.338997533665932,0.09892241746575295,285,1634.734308005136
Meta-RL-s242,impulsive,10.0,4,0.03930131613418221,-14.055929055870118,0.04500536348572835,779,1548.6579689968494
Meta-RL-s242,time_varying,10.0,0,0.014807788022017798,-18.295098112387148,0.023213621241595667,100,1856.7872999992687
Meta-RL-s242,time_varying,10.0,1,0.061675057891073554,-12.098904341820237,0.06141713804333864,305,2240.9414409994497
Meta-RL-s242,time_varying,10.0,2,0.02269271747352911,-16.4411349382305,0.031387201165185334,100,2201.096447999589
Meta-RL-s242,time_varying,10.0,3,0.11496188203209706,-9.394461350104145,0.07988855951844828,292,2199.460376003117
Meta-RL-s242,time_varying,10.0,4,0.1239455230799699,-9.067691553531539,0.08327318726456005,589,2203.6417060007807
Meta-RL-s242,regime_switch,10.0,0,0.028607768039709748,-15.43516024243523,0.029344360714270632,128,2244.3495499974233
Meta-RL-s242,regime_switch,10.0,1,0.006563775322669893,-21.8284629315221,0.013512723210429381,100,2241.9056029975764
Meta-RL-s242,regime_switch,10.0,2,0.11878953779244172,-9.252218074916913,0.20102830973653288,2000,2221.5915939959814
Meta-RL-s242,regime_switch,10.0,3,0.1505525367609471,-8.223119223668725,0.126831183730155,103,2306.3870450059767
Meta-RL-s242,regime_switch,10.0,4,0.002073714629498361,-26.832510082781972,0.021422574161976158,100,2227.6300330049708
Meta-RL-s242,alpha_stable,10.0,0,0.022111137529971573,-16.553889141053226,0.033723327841956634,107,2247.708792994672
Meta-RL-s242,alpha_stable,10.0,1,0.011906210224815677,-19.242264534568957,0.027456840549985408,120,2270.523557999695
Meta-RL-s242,alpha_stable,10.0,2,0.023855263582370098,-16.22415780439336,0.030918600990569974,105,2247.347060998436
Meta-RL-s242,alpha_stable,10.0,3,0.05459983440952322,-12.628086744144033,0.04597310394631244,117,2225.370872001804
