step,ss_mse,ss_mse_db,ep_mse,family,snr_db,divergence_count
16000,0.1361611836762736,-8.659466818315067,0.136875955692986,time_varying,0.0,0
16000,0.39587078675667847,-4.024465457801284,0.4258456629630061,gaussian,15.0,0
16000,0.22923365075476765,-6.3972162900473215,0.23076976074668584,impulsive,20.0,0
16000,0.19322759151110183,-7.139308593600667,0.22409399376329187,impulsive,15.0,0
16000,0.2172535780432798,-6.630330622344603,0.1836759401622199,time_varying,20.0,0
16000,0.19143417356144307,-7.179805322602002,0.17931562804487294,time_varying,15.0,0
16000,0.2875145291851287,-5.413402038928656,0.2679580709853857,time_varying,15.0,0
16000,0.07715457792594115,-11.126383001980532,0.09774685864341852,time_varying,10.0,0
32000,0.23449107348092335,-6.298736851933818,0.21204576817066953,impulsive,15.0,0
32000,0.12372236144533193,-9.075517993597419,0.15574875056335338,impulsive,5.0,0
32000,0.04911253593738352,-13.08807640382511,0.09836436039837784,regime_switch,0.0,0
32000,0.18134901221510513,-7.41484805621254,0.1747344304938226,time_varying,5.0,0
32000,0.09600984818002746,-10.176842170509214,0.11832073915587511,gaussian,0.0,0
32000,0.17358944785467784,-7.604766782225231,0.1937061132518816,regime_switch,15.0,0
32000,0.1320137946165032,-8.793806853604874,0.1734761316358538,regime_switch,10.0,0
32000,0.13774072313823643,-8.609376412972964,0.1395653604377315,impulsive,15.0,0
48000,0.33563450955410834,-4.74133391887315,0.36682614976295497,impulsive,20.0,0
48000,0.12465669609846618,-9.042843878305536,0.13238375085550436,time_varying,5.0,0
48000,0.2410535493589011,-6.178864694244062,0.23618261451216171,regime_switch,0.0,0
48000,0.3159607458540047,-5.003668696521986,0.3049170144080352,time_varying,15.0,0
48000,0.2216459210186593,-6.543402566721317,0.25583266156291423,impulsive,15.0,0
48000,0.17914943389268798,-7.467845598519646,0.13909203756549338,regime_switch,10.0,0
48000,0.3260162535060165,-4.867607476852886,0.35369922496631545,colored,10.0,0
48000,0.5320996121373016,-2.740070576440743,0.48181286860832234,regime_switch,5.0,0
64000,0.024252066823617083,-16.15251243771952,0.06617933248966393,regime_switch,15.0,0
64000,0.20124418073527506,-6.962766690255052,0.18501330485891557,impulsive,10.0,0
64000,0.09612739200753662,-10.17152840187309,0.12063203723780447,time_varying,10.0,0
64000,0.3126213213298964,-5.0498140564958085,0.3137892904538943,regime_switch,10.0,0
64000,0.10608082598674963,-9.743631073355576,0.11993642473077641,time_varying,20.0,0
64000,0.18043748285623418,-7.436732400360783,0.16355260056109194,impulsive,5.0,0
64000,0.5097835344883545,-2.9261419592814217,0.43589215511298307,time_varying,15.0,0
64000,0.13721491542856257,-8.625986777205563,0.17568893448936604,regime_switch,5.0,0
80000,0.2362211888246988,-6.266811491553888,0.19903270524943303,impulsive,15.0,0
80000,0.44533457072353216,-3.513135898628683,0.4877967064068337,time_varying,0.0,0
80000,0.13690502367256036,-8.635806153161461,0.11222038599121018,time_varying,10.0,0
80000,0.09229399215621924,-10.34826568290313,0.09804381976921607,impulsive,20.0,0
80000,0.11874952729990113,-9.253681104695703,0.1181412164862521,time_varying,20.0,0
80000,0.526363992937321,-2.7871382722664033,0.4383008542393858,time_varying,0.0,0
80000,0.13841054893197446,-8.58830808948674,0.22240402183670316,time_varying,15.0,0
80000,0.1445714942388909,-8.399173302415926,0.16478995779361702,time_varying,5.0,0
96000,0.0821679427602018,-10.852975863212837,0.19514189129201998,time_varying,20.0,0
