step,ss_mse,ss_mse_db,family
400000,0.5398230359368748,-2.6774858667975723,impulsive
400000,0.3780651301582787,-4.224333767971098,burst
400000,0.1271920571813318,-8.955400084170758,regime_switch
400000,0.17278006772773574,-7.625063600904429,gaussian
416000,0.2113779865297976,-6.749402432632375,time_varying
416000,0.2953142304701565,-5.297156249408105,regime_switch
416000,0.27545107163056,-5.5995553368177315,time_varying
416000,0.21383885394036942,-6.6991338182481215,chirp_interferer
416000,0.27426200254305966,-5.618343572825431,alpha_stable
416000,0.1217489576290185,-9.145347483676932,impulsive
416000,0.24712649368812178,-6.070806926950327,gaussian
416000,0.21695832493667921,-6.636236808418426,chirp_interferer
432000,0.4159052111426604,-3.810056380463247,alpha_stable
432000,0.2106907356602784,-6.7635456045095115,regime_switch
432000,0.15967529853912435,-7.967622631818301,regime_switch
432000,0.10885862372678654,-9.631371606601927,impulsive
432000,0.1492355119677589,-8.261278201814017,regime_switch
432000,0.2566404139259106,-5.906749529360327,alpha_stable
432000,0.1927190168407873,-7.150754285622023,time_varying
432000,0.17934554330611194,-7.463094109655847,alpha_stable
448000,0.2372157135793705,-6.248565459350371,time_varying
448000,0.44787037842967914,-3.488476602825106,alpha_stable
448000,0.27970887373086506,-5.5329375546740245,regime_switch
448000,0.25960859554148136,-5.856809323074586,burst
448000,0.5665720440458374,-2.467448583643375,impulsive
448000,0.6147610817679517,-2.1129363386581694,impulsive
448000,0.09894433967691024,-10.04609045489547,time_varying
448000,0.405766584282451,-3.917237208779489,impulsive
464000,0.2197694857778636,-6.580326079899819,chirp_interferer
464000,0.14701782752352316,-8.326299990879992,impulsive
464000,0.35861032822615535,-4.453772066102327,burst
464000,0.506398573139673,-2.955075266834446,gaussian
464000,0.21660360956161498,-6.64334310406617,regime_switch
464000,0.5266014133353821,-2.7851797963297353,gaussian
464000,0.5029911555160111,-2.984396514131139,burst
464000,0.19366810632940945,-7.129418939178237,alpha_stable
480000,0.11254758841469913,-9.486638062962928,regime_switch
480000,0.47879925317789185,-3.19846535668591,colored
480000,0.7108515559382804,-1.4822108164337844,chirp_interferer
480000,0.3982956704930008,-3.9979441438099133,impulsive
480000,0.0720795657565496,-11.421878384228348,regime_switch
480000,0.20889183676885287,-6.800785313699949,burst
480000,0.10015651856537863,-9.993207799172767,regime_switch
480000,0.14782575398417175,-8.302498972044566,alpha_stable
496000,0.3368577607517823,-4.725534426313768,time_varying
496000,0.2270520623425568,-6.4387454899156,time_varying
496000,0.2705735398415959,-5.677146765566733,chirp_interferer
496000,0.2735692921123515,-5.629326533487992,burst
496000,0.1369083321730087,-8.63570120112333,regime_switch
496000,0.241386835123427,-6.172864193617995,colored
496000,0.5195807736273929,-2.8434692777141644,burst
496000,0.19376100355288112,-7.127336248369427,colored
512000,0.22036408642035094,-6.568591826874062,regime_switch
512000,0.04972063382946543,-13.034633436804523,regime_switch
512000,0.14690258912909154,-8.329705497849474,time_varying
512000,0.1998809532856119,-6.99228587956047,time_varying
512000,0.4606138192750603,-3.366630365296126,alpha_stable
512000,0.37739285500540865,-4.232063263774039,chirp_interferer
512000,0.3398709481642888,-4.68685956896009,regime_switch
512000,0.31928585129812165,-4.9582032617982374,chirp_interferer
528000,0.5618540657332516,-2.5037647211151723,chirp_interferer
528000,0.2750854080281647,-5.605324462533203,colored
528000,0.2677731862314703,-5.722329137105067,regime_switch
528000,0.1802676286404446,-7.440822542238248,chirp_interferer
528000,0.18188939089991785,-7.40192631379382,burst
528000,0.21823752888198622,-6.61070564539007,impulsive
528000,0.7305340201394404,-1.3635955465748786,time_varying
528000,0.19259660876224505,-7.153513641916291,time_varying
544000,0.34852954796322205,-4.577603969810819,impulsive
544000,0.4893078044322301,-3.104178572111316,regime_switch
544000,0.3522024036799829,-4.532076844226177,time_varying
544000,0.11158980127502134,-9.523754958280577,alpha_stable
544000,0.16465435693651284,-7.8342677288474984,impulsive
544000,0.21163713690991479,-6.744081223630084,chirp_interferer
544000,0.2881449822504027,-5.403889388086407,impulsive
544000,0.09415469914618685,-10.261579999939464,time_varying
560000,0.39447653110555214,-4.039788294991926,burst
560000,0.27100508806626056,-5.670225552555161,regime_switch
560000,0.11148447269813282,-9.52785615940195,regime_switch
560000,0.19958151655716236,-6.998796816282634,regime_switch
560000,0.16933538345112328,-7.712522844639636,burst
560000,0.10005003730769385,-9.997827450791757,gaussian
560000,0.2246641889576296,-6.484661477727486,regime_switch
560000,0.31022948051906757,-5.083169343791628,regime_switch
576000,0.12890860349010677,-8.897180964245425,burst
576000,0.13146721955100837,-8.811825220213702,colored
576000,0.08652635082103166,-10.628516119127712,chirp_interferer
576000,0.6373436509076507,-1.9562633618895715,impulsive
576000,0.10127493068468735,-9.944980453829206,gaussian
576000,0.18849409831888758,-7.247022428440276,burst
576000,0.3331610478860482,-4.773457806043771,alpha_stable
576000,0.1991911031728566,-7.007300631451919,chirp_interferer
592000,0.46657667747428166,-3.310769738511766,time_varying
592000,0.3032164602031651,-5.1824722658284355,regime_switch
592000,0.1398734959407115,-8.542645704026611,impulsive
592000,0.086839260489439,-10.612838835857561,impulsive
592000,0.19673986846787897,-7.061076232959753,burst
592000,0.17661045589856242,-7.529835883855078,regime_switch
592000,0.3578802726225227,-4.462622404948082,chirp_interferer
592000,0.2373885048008737,-6.245403149601351,chirp_interferer
608000,0.08859117737420337,-10.526095265108097,regime_switch
608000,0.17059692511424304,-7.680288009382332,chirp_interferer
608000,0.2633265710893396,-5.795053159957748,burst
608000,0.13547192662285637,-8.68150692800829,alpha_stable
608000,0.11036091803575483,-9.571846955013106,chirp_interferer
608000,0.1354093117615616,-8.683514692694523,time_varying
608000,0.09418532464858781,-10.260167609036316,colored
608000,0.17827479178497543,-7.489100621091463,gaussian
624000,0.2760523762457124,-5.590085101199555,impulsive
624000,0.26310041456014566,-5.798784676061399,impulsive
624000,0.3270171811579702,-4.854294293381381,regime_switch
624000,0.6543829536660654,-1.841680223329944,burst
624000,0.349932705419052,-4.560154655774564,colored
624000,0.3115800660755982,-5.0643033492071945,regime_switch
624000,0.421579917104213,-3.751200858840455,burst
624000,0.46827732966626995,-3.2949686685752564,regime_switch
640000,0.10263321651666635,-9.88712060123984,gaussian
640000,0.22533439382457657,-6.471725148511971,burst
640000,0.3734648146169215,-4.277503082718393,regime_switch
640000,0.1288790594567137,-8.89817642000814,regime_switch
640000,0.093523061144497,-10.290812865249997,impulsive
640000,0.23953387462967124,-6.206330604336314,burst
640000,0.16583816765083598,-7.80315509413308,time_varying
640000,0.07223475473578679,-11.412537974616423,colored
656000,0.19222549179174106,-7.161890193167574,colored
656000,0.07740756242951621,-11.112166082912063,alpha_stable
656000,0.30993258459065853,-5.087327620490962,regime_switch
656000,0.4274086806407315,-3.691566615904816,impulsive
656000,0.11752575311871234,-9.298669571174822,burst
656000,0.09225053766958492,-10.350310939310958,burst
656000,0.18688422876992405,-7.2842734734648795,burst
656000,0.3379597934272088,-4.711349640149719,regime_switch
672000,0.11402450178270357,-9.430018166801926,burst
672000,0.1642923257178006,-7.8438272247983765,impulsive
672000,0.21576652337232397,-6.660159361222266,burst
672000,0.09826170992083962,-10.076156826685484,regime_switch
672000,0.37391968016791666,-4.2722167642417945,impulsive
672000,0.19617409804536265,-7.0735833547870755,alpha_stable
672000,0.5711059253037776,-2.4328333394515815,time_varying
672000,0.30031799138725107,-5.224186493974626,impulsive
688000,0.12041940165781319,-9.193035350504895,burst
688000,0.5480150280980972,-2.6120753178748934,impulsive
688000,0.09598923015652053,-10.1777749139316,regime_switch
688000,0.16185306314146636,-7.908790769640214,impulsive
688000,0.2784380203554345,-5.552714626548669,regime_switch
688000,0.346126685027852,-4.607649169901005,chirp_interferer
688000,0.11006423472900567,-9.583537816893797,impulsive
688000,0.10611428826905064,-9.742261344865218,time_varying
704000,0.20269169861585323,-6.931640377831604,impulsive
704000,0.23248224995557917,-6.336101999361153,time_varying
704000,0.2838414176212938,-5.469242327953725,alpha_stable
704000,0.057879732037408135,-12.374734881699679,impulsive
704000,0.08910392099792425,-10.501031845071363,impulsive
704000,0.08367093792848235,-10.774253626586583,regime_switch
704000,0.26961482707888534,-5.692562280791764,alpha_stable
704000,0.8477523929653837,-0.7173097565706681,regime_switch
720000,0.046974745481357785,-13.281355643068835,gaussian
720000,0.09113472281291256,-10.403161229902578,impulsive
720000,0.1995421858030465,-6.999652747886586,time_varying
720000,0.09487658135050288,-10.228409724507902,regime_switch
720000,0.2598354665162843,-5.853015697314952,alpha_stable
720000,0.1351047488952506,-8.693293853733092,burst
720000,0.18724141705378144,-7.275980807642956,time_varying
720000,0.35744211926689673,-4.46794273632679,alpha_stable
736000,0.05962290655189153,-12.245868563960789,chirp_interferer
736000,0.2810107126488367,-5.512771236677684,alpha_stable
736000,0.3803556733359395,-4.198101014792891,colored
736000,0.17142580173626432,-7.659238107162809,regime_switch
736000,0.2610672657827469,-5.83247579271325,impulsive
736000,0.17746365293959696,-7.508905831370598,time_varying
736000,0.185705770537637,-7.31174600976696,time_varying
736000,0.17884025832078757,-7.475347114966592,burst
752000,0.18489988742532676,-7.330633532547804,regime_switch
752000,0.5085924070167553,-2.9363012787030884,regime_switch
752000,0.1873731964761647,-7.272925343373126,alpha_stable
752000,0.1805847613459638,-7.433189004353046,time_varying
752000,0.4107560504566045,-3.864160306658828,time_varying
752000,0.16190480025168943,-7.907402748269234,burst
752000,0.26541761729176655,-5.760702538939441,impulsive
752000,0.3854650069920109,-4.140150416328258,colored
768000,0.5473540365827253,-2.617316747668936,impulsive
768000,0.22886786994096028,-6.404151723160081,regime_switch
768000,0.28085580538042826,-5.515165946859626,burst
768000,0.0605206804003346,-12.180961980830208,burst
768000,0.1127481555086705,-9.478905541819252,colored
768000,0.5206813733886352,-2.8342795829279255,gaussian
768000,0.09423840942164778,-10.257720526163606,colored
768000,0.4276531111515615,-3.689083641552025,time_varying
784000,0.09499862473379718,-10.222826818102256,gaussian
784000,0.14334193554386165,-8.43626735552417,impulsive
784000,0.487486112624352,-3.120377518548489,burst
784000,0.14002492175712222,-8.537946613303538,regime_switch
784000,0.026390179792309655,-15.785576509706939,burst
784000,0.3039106723094932,-5.172540487052695,impulsive
784000,0.31934471607208403,-4.957402653500143,alpha_stable
784000,0.11844257002998189,-9.264921776238035,alpha_stable
800000,0.04303849080365998,-13.661429661218706,burst
800000,0.14640051371557358,-8.344573993440086,impulsive
800000,0.03528268585634866,-14.524383620711966,chirp_interferer
800000,0.09851520900094934,-10.064967169568671,impulsive
800000,0.04861587684419253,-13.13221876823671,regime_switch
800000,0.12885039026107664,-8.899142617199084,burst
800000,0.3793829063211191,-4.209222408095583,burst
800000,0.04729446194316339,-13.251897110148942,time_varying
816000,0.19154257045736478,-7.177346887423036,impulsive
816000,0.05741593255407842,-12.409675769292598,impulsive
816000,0.18165375400565295,-7.40755622697891,gaussian
816000,0.053401070493544735,-12.724500368812976,colored
816000,0.16843666557211245,-7.735633646011624,gaussian
816000,0.30811340834468015,-5.112894018329023,burst
816000,0.31768596043154934,-4.980019776229627,gaussian
816000,0.12326795958395229,-9.091497926964088,alpha_stable
832000,0.09306277079572027,-10.312240211793675,gaussian
832000,0.3579227759809411,-4.462106649278108,impulsive
832000,0.12131214871563874,-9.16095704851457,alpha_stable
832000,0.29324092238824095,-5.327754230906292,regime_switch
832000,0.3640538232787478,-4.388344036438952,time_varying
832000,0.07548552478760907,-11.221363213131621,chirp_interferer
832000,0.5130609544526625,-2.898310352579877,alpha_stable
832000,0.06870803222642632,-11.62992489313958,regime_switch
848000,0.055849568477709506,-12.5298017810861,time_varying
848000,0.10734874067289019,-9.69203045979371,regime_switch
848000,0.2331406906713067,-6.323819212790358,time_varying
848000,0.2864877002868192,-5.428940187639365,alpha_stable
848000,0.1651819848714567,-7.8203731958895375,burst
848000,0.043384069987521735,-13.626697079547638,alpha_stable
848000,0.3650161082747421,-4.376879695684472,time_varying
848000,0.0264376995755362,-15.777763368066985,regime_switch
864000,0.10017416017343936,-9.992442898549395,colored
864000,0.18355540802820616,-7.362328155040819,time_varying
864000,0.09775814018887258,-10.098470693044547,regime_switch
864000,0.06403309548342624,-11.935955030280843,chirp_interferer
864000,0.3762507669137201,-4.245226061715445,alpha_stable
864000,0.035677674571608406,-14.47603460159037,burst
864000,0.4627385470187097,-3.3466432141934748,alpha_stable
864000,0.11030221170932661,-9.574157792736775,alpha_stable
880000,0.10873591302503274,-9.636269945235492,regime_switch
880000,0.03255506862093996,-14.873813848786435,regime_switch
880000,0.1767751942282907,-7.5257867690868085,alpha_stable
880000,0.24573690767357567,-6.095296111403891,chirp_interferer
880000,0.17601011349232318,-7.544623770258938,time_varying
880000,0.19593840501758428,-7.078804315246883,regime_switch
880000,0.2993222090779185,-5.238610582263511,colored
880000,0.1930373330624064,-7.143586911191994,time_varying
896000,0.22343090068284366,-6.508567637699214,impulsive
896000,0.0924452496068695,-10.341154005902023,burst
896000,0.12062261514372324,-9.185712600914718,regime_switch
896000,0.10144442967284689,-9.937717951395333,regime_switch
896000,0.17619572031637415,-7.540046445341931,gaussian
896000,0.560461092752144,-2.514545307748145,burst
896000,0.15202638263833176,-8.180810381050517,regime_switch
896000,0.14785703165558492,-8.301580168461008,regime_switch
912000,0.2737516808342871,-5.626432055755728,impulsive
912000,0.1746434658013719,-7.578476586324592,regime_switch
912000,0.13366238082734416,-8.7399080737959,impulsive
912000,0.13812471465159717,-8.59728606164881,burst
912000,0.2838796763997585,-5.468656985024893,impulsive
912000,0.2572626500006328,-5.896232611103962,regime_switch
912000,0.39447323544667784,-4.039824578327673,burst
912000,0.014611675983876374,-18.352999668694043,time_varying
928000,0.37277031748522615,-4.285586764284643,impulsive
928000,0.21151911289127504,-6.746503836146395,alpha_stable
928000,0.10379875612093938,-9.838078508480107,burst
928000,0.19433931821918837,-7.1143932519231425,impulsive
928000,0.07975866837057777,-10.982221054950895,alpha_stable
928000,0.13796944977956496,-8.602170676606447,impulsive
928000,0.03876996520671383,-14.115045887298205,impulsive
928000,0.11526530028595043,-9.3830141397165,regime_switch
944000,0.08929662515644966,-10.491649543610968,impulsive
944000,0.16586192250217255,-7.802533050233924,impulsive
944000,0.031828598628675715,-14.971824823591044,regime_switch
944000,0.2085201450385436,-6.808519816643955,impulsive
944000,0.21440029759889548,-6.687746161532288,regime_switch
944000,0.29752820081974285,-5.26471863950942,time_varying
944000,0.4961421826845244,-3.0439384708445587,chirp_interferer
944000,0.17999209859067394,-7.447465594153277,burst
960000,0.14214605809555103,-8.472651793829879,impulsive
960000,0.06849334308282161,-11.643516358426167,impulsive
960000,0.3787653052107838,-4.216298090910265,time_varying
960000,0.13508016785062188,-8.694084083787354,time_varying
960000,0.06767876458549128,-11.69547577542417,regime_switch
960000,0.1908620553813164,-7.192804035919239,alpha_stable
960000,0.2943743918729577,-5.310999727025947,regime_switch
960000,0.014954829388197312,-18.25218537213259,chirp_interferer
976000,0.3441694630340313,-4.632276657449776,alpha_stable
976000,0.3042242099594319,-5.168062280415578,burst
976000,0.3259395969292447,-4.8686287585370565,impulsive
976000,0.06934578940248073,-11.589799036512463,alpha_stable
976000,0.2849794000843009,-5.451865321059559,burst
976000,0.07462092178518756,-11.27139390457584,burst
976000,0.10749874128778122,-9.685966209068596,regime_switch
976000,0.05171662212742906,-12.86369848812739,time_varying
992000,0.21329862887926188,-6.710119362601361,time_varying
992000,0.20082824975185332,-6.971751966622666,time_varying
992000,0.009876645356497989,-20.053905402424146,alpha_stable
992000,0.23373110116281812,-6.312834948600793,alpha_stable
992000,0.39399256083670775,-4.045119782191831,colored
992000,0.21607153697879813,-6.654024387935427,colored
992000,0.02212758357873769,-16.55066010170582,chirp_interferer
992000,0.03667574836501268,-14.35621015646539,alpha_stable
1008000,0.03530209008777122,-14.52199581095222,alpha_stable
1008000,0.037703192083932836,-14.236218793383525,regime_switch
1008000,0.0986867422577045,-10.05741187255628,impulsive
1008000,0.17788427401487802,-7.498624443276002,burst
1008000,0.012106089152429968,-19.16996132116833,time_varying
1008000,0.19351912216373895,-7.132761146744661,time_varying
1008000,0.020515199501512975,-16.879242553278644,burst
1008000,0.052312864786090346,-12.81391496237947,alpha_stable
1024000,0.03749970655497934,-14.259721307154155,regime_switch
1024000,0.0864115902914769,-10.634280021683796,alpha_stable
1024000,0.13680373624947584,-8.63902041425796,impulsive
1024000,0.2785119146415063,-5.551562211264754,time_varying
1024000,0.5449977146013953,-2.6360531889335705,regime_switch
1024000,0.03489940073468586,-14.57182030330771,burst
1024000,0.24349834345587765,-6.135039889872697,impulsive
1024000,0.030520374128155996,-15.154101469546381,alpha_stable
1040000,0.27279727634993434,-5.641599700553856,burst
1040000,0.37653281465390853,-4.241971692573294,burst
1040000,0.1647376340908753,-7.83207175503127,regime_switch
1040000,0.12642228013034065,-8.981763810741537,burst
1040000,0.1428482188195208,-8.451251704806909,regime_switch
1040000,0.2396809086297065,-6.203665575664338,chirp_interferer
1040000,0.2750811357014753,-5.6053919129417125,time_varying
1040000,0.1807999011335797,-7.428018113425042,gaussian
1056000,0.05291395719226283,-12.764297583520177,regime_switch
1056000,0.3619652180775601,-4.413331596389082,gaussian
1056000,0.029392840157440682,-15.317584470834529,time_varying
1056000,0.32749791738230827,-4.847914574181919,impulsive
1056000,0.01059208338736665,-19.750186088178065,time_varying
