step,ss_mse,ss_mse_db,ep_mse,family,snr_db,divergence_count
16000,0.3394802649047403,-4.691854676033838,0.3853138185656329,gaussian,10.0,0
16000,0.09899834474214848,-10.043720667653437,0.12734099835588678,regime_switch,0.0,0
16000,0.5471214290086666,-2.6191627495311853,0.5070187710606863,gaussian,20.0,0
16000,0.12363177499553807,-9.078698954919128,0.14596391934264813,impulsive,5.0,0
16000,0.6228626597431233,-2.0560770404825477,0.6145949287750984,impulsive,20.0,0
16000,0.43214097612379854,-3.643745514134676,0.522183032139795,regime_switch,10.0,0
16000,0.15961362122020295,-7.969300492711147,0.17730437060758647,time_varying,20.0,0
16000,0.4319867321473552,-3.6452959171111403,0.4180487683181992,impulsive,15.0,0
32000,0.3013066319982861,-5.209913090535081,0.3321764517485335,colored,15.0,0
32000,0.1341359363759958,-8.724548546658554,0.14218020123505282,time_varying,20.0,0
32000,0.08980860567478126,-10.466820462008924,0.1218208088649883,regime_switch,5.0,0
32000,0.43204471745494377,-3.6447130054783172,0.3732256372368787,time_varying,20.0,0
32000,0.13763402971917066,-8.612741744398093,0.08811580485692531,regime_switch,10.0,0
32000,0.17095567305637718,-7.6711648283676634,0.17155698350045356,time_varying,20.0,0
32000,0.3753101046976111,-4.256097426592022,0.4011298925588351,gaussian,10.0,0
32000,0.14918970208964105,-8.262611532678987,0.1414618706005965,regime_switch,5.0,0
48000,0.4928507431728386,-3.072845842326722,0.47438848002582823,time_varying,0.0,0
48000,0.12601434001546413,-8.995800307899264,0.11279816131375535,gaussian,0.0,0
48000,0.6938511963387184,-1.5873365856209645,0.5185433031178793,regime_switch,5.0,0
48000,0.3295113519046178,-4.821296190516233,0.33679918746040916,time_varying,10.0,0
48000,0.22881363169951446,-6.405181057707963,0.2626388518953323,impulsive,5.0,0
48000,0.13870993553946231,-8.578924300885191,0.140492341669903,time_varying,15.0,0
48000,0.3144304674671348,-5.024753786243528,0.45255005769156703,regime_switch,20.0,0
48000,0.15112943221846217,-8.206509492562084,0.1111707338876008,regime_switch,20.0,0
64000,0.10177048044178526,-9.923781752403052,0.11685514775851424,regime_switch,0.0,0
64000,0.14297461365569303,-8.447410683220703,0.16122086760230991,regime_switch,15.0,0
64000,0.10901607277486736,-9.625094671669775,0.2507934189553202,time_varying,5.0,0
64000,0.4102437633919427,-3.869580124555357,0.5000672961812134,colored,20.0,0
64000,0.19033600399249317,-7.204790527181228,0.19177443979979625,gaussian,5.0,0
64000,0.09050962495416096,-10.433052346881746,0.1265423107252477,regime_switch,0.0,0
64000,0.057940462502653466,-12.370180424083552,0.06299301034142021,gaussian,15.0,0
64000,0.3455017625771591,-4.61549732729679,0.3652907609315149,impulsive,15.0,0
80000,0.10866004166590898,-9.639301327671868,0.13887033279568045,impulsive,5.0,0
80000,0.3194579383359457,-4.955863154420133,0.3239843993731379,colored,0.0,0
80000,0.1353608344350327,-8.685069770750907,0.13577456010666267,impulsive,10.0,0
80000,0.10217146306069717,-9.906703876205292,0.10488937724703243,gaussian,20.0,0
80000,0.07135669146363183,-11.465652947300882,0.09430301926946479,impulsive,10.0,0
80000,0.17832908233103173,-7.487778252689704,0.23235437540087917,time_varying,0.0,0
80000,0.01485839712172337,-18.28028038375088,0.07122318450858987,regime_switch,5.0,0
80000,0.08163594732575445,-10.881185632077328,0.11704743993213133,time_varying,0.0,0
96000,0.28328981675287207,-5.477690365176398,0.37832868812089615,time_varying,5.0,0
96000,0.07369985993421528,-11.325333375062254,0.05526451871322359,regime_switch,20.0,0
96000,0.11955217947018867,-9.224425021606457,0.11696234506426291,gaussian,15.0,0
96000,0.11894262183807035,-9.24662492625954,0.12471897938538803,colored,0.0,0
96000,0.1162275717157539,-9.346908355941007,0.1002486675240194,colored,0.0,0
96000,0.41268227856238443,-3.843841802318141,0.38598536142765366,impulsive,20.0,0
96000,0.344321726244703,-4.630355730230975,0.2799833857323436,regime_switch,0.0,0
96000,0.20929426201058193,-6.792426780677481,0.1878411969442691,impulsive,20.0,0
112000,0.2769941582845717,-5.575293899647695,0.33541906489414314,time_varying,20.0,0
112000,0.18809463544659474,-7.256235905672747,0.20762690646619505,impulsive,5.0,0
112000,0.46035959051361786,-3.369028049091689,0.36983182268287534,impulsive,5.0,0
112000,0.2615607024819878,-5.8242750490739414,0.2813225396413392,time_varying,0.0,0
112000,0.3070502919441973,-5.127904853519062,0.30047967243748647,gaussian,10.0,0
112000,0.16624530830036757,-7.792506023110434,0.167783453193084,gaussian,20.0,0
112000,0.2093926570779549,-6.790385521032394,0.18056510766531728,impulsive,20.0,0
112000,0.1386385329602838,-8.581160458667744,0.17262387021745035,regime_switch,20.0,0
128000,0.12845298119325707,-8.912558119800325,0.15396602231719134,time_varying,15.0,0
128000,0.03872640828941158,-14.119927801114589,0.11022487188606642,impulsive,0.0,0
128000,0.2644710062866345,-5.776219323224787,0.2986855970679529,regime_switch,5.0,0
128000,0.2043947171690736,-6.89530333261078,0.2225832215139206,colored,20.0,0
128000,0.0802990534306299,-10.952895741714165,0.10983950567054611,impulsive,10.0,0
128000,0.09312886462582594,-10.30915691679569,0.151448584856685,time_varying,20.0,0
128000,0.4995773096173461,-3.013972951404329,0.4888695103970336,colored,0.0,0
128000,0.06826631811887361,-11.657935197840628,0.10604915793502999,impulsive,10.0,0
144000,0.3231980000897512,-4.90531335249674,0.3866627685572148,time_varying,15.0,0
144000,0.4839468329470785,-3.1520234791257105,0.4199132868257754,time_varying,0.0,0
144000,0.31440635253322374,-5.025086876876934,0.3145219797168811,regime_switch,5.0,0
144000,0.18347956509420382,-7.364122979545797,0.2592190513918341,time_varying,20.0,0
144000,0.07468227046488579,-11.267824872438938,0.10707981807287945,regime_switch,10.0,0
144000,0.06521055127024576,-11.85682128376376,0.07255703780408918,gaussian,10.0,0
144000,0.1855618925989308,-7.315112066344445,0.1693262985881483,impulsive,10.0,0
144000,0.21183344480399544,-6.740054712937661,0.24901821535737986,colored,5.0,0
160000,0.15164951301634663,-8.191589799739488,0.17350068474164992,regime_switch,20.0,0
160000,0.17506450339284924,-7.5680190384783455,0.2290284194474029,regime_switch,15.0,0
160000,0.24386157121926907,-6.128566323304245,0.24516365543950194,impulsive,15.0,0
160000,0.24056999738966064,-6.187585365147074,0.2539285369622032,gaussian,20.0,0
160000,0.10197120224550792,-9.91522460309455,0.10135337927167955,regime_switch,20.0,0
160000,0.4120421385380824,-3.850583674639731,0.39996882687722596,impulsive,10.0,0
160000,0.10813630274424435,-9.660284833343557,0.12440726788073374,regime_switch,10.0,0
160000,0.33009908163298396,-4.813556839152139,0.3172117130552956,impulsive,5.0,0
176000,0.03416548544575087,-14.664124041423076,0.04799005391991699,time_varying,20.0,0
176000,0.4665511490251678,-3.3110073665037647,0.4922797757834172,regime_switch,10.0,0
176000,0.16114959013983451,-7.9277079471137535,0.1278210910621071,time_varying,5.0,0
176000,0.2478219929391164,-6.0586015482556785,0.29015472109991974,time_varying,5.0,0
176000,0.12018225702491916,-9.201596441845048,0.14286263778487254,regime_switch,10.0,0
176000,0.03448129219180585,-14.624164672762802,0.049878028413009146,impulsive,15.0,0
176000,0.05244119621912768,-12.803274103100362,0.10566838481591617,regime_switch,10.0,0
176000,0.36991149446866567,-4.3190217339618195,0.3736557403879296,regime_switch,0.0,0
192000,0.3747436623663622,-4.262657031685608,0.36681351585772176,time_varying,0.0,0
192000,0.24137655939504388,-6.173049074749649,0.20228303599305017,impulsive,20.0,0
192000,0.277847969852387,-5.561927721184529,0.40175298616137567,regime_switch,0.0,0
192000,0.46561308688284314,-3.3197482156786657,0.5033841200646045,time_varying,20.0,0
192000,0.22698851983855992,-6.439961071082358,0.15842175363503436,time_varying,5.0,0
192000,0.5415410224634256,-2.6636863939853073,0.37442577237454355,regime_switch,20.0,0
192000,0.06953205057249326,-11.578149626232861,0.062202177730009196,gaussian,20.0,0
192000,0.07447508156773577,-11.279890124521945,0.13542943117694342,regime_switch,10.0,0
208000,0.5228746622953923,-2.8160240290447276,0.4682035791662479,gaussian,0.0,0
208000,0.17072709113378698,-7.6769755916169045,0.1612990093815194,impulsive,0.0,0
208000,0.2723305166539609,-5.649036900141764,0.30530489637494224,time_varying,20.0,0
208000,0.03056685355550574,-15.147492637068593,0.06644748051584486,impulsive,15.0,0
208000,0.22364753333515255,-6.504358874059463,0.242477599448911,impulsive,5.0,0
208000,0.03635630488407242,-14.394202632270643,0.06355054403960542,colored,0.0,0
208000,0.12864835447577588,-8.905957644184731,0.1633865037232475,colored,0.0,0
208000,0.12154204064971671,-9.152734762665874,0.1573705193800927,regime_switch,5.0,0
224000,0.12475273036320517,-9.039499405411924,0.12405749177622098,time_varying,0.0,0
224000,0.22841322785551774,-6.412787488555066,0.17869011924081724,colored,20.0,0
224000,0.07129587935059785,-11.469355701001325,0.11128637394691976,impulsive,20.0,0
224000,0.1977337115563484,-7.039192816462973,0.18671221880302713,gaussian,5.0,0
224000,0.1433063174241445,-8.437346640171345,0.0727252422858436,regime_switch,20.0,0
224000,0.2108776129123689,-6.759695231730497,0.23388139714205322,impulsive,20.0,0
224000,0.2715606208839511,-5.6613320704360355,0.2822314125464596,regime_switch,20.0,0
224000,0.03342882410363232,-14.758788999210815,0.057001966467809397,regime_switch,10.0,0
240000,0.03053214373633569,-15.152427017409583,0.06353244657883914,regime_switch,15.0,0
240000,0.12214456591943579,-9.131258495523118,0.1297384348856581,time_varying,20.0,0
240000,0.33771312479907956,-4.7145206072234105,0.2741309659817447,colored,5.0,0
240000,0.15925286188643492,-7.979127543411028,0.15856290021161076,impulsive,0.0,0
240000,0.320115429986377,-4.946933917825509,0.33786680807634495,impulsive,15.0,0
240000,0.3189244585048404,-4.96312173178488,0.2682110420767749,regime_switch,10.0,0
240000,0.17340473128884112,-7.6093905711910415,0.09460257866893357,regime_switch,10.0,0
240000,0.13230152021997565,-8.78435165489084,0.20006869744352682,regime_switch,20.0,0
256000,0.25690762686581736,-5.902230025572974,0.24898543556794067,gaussian,5.0,0
256000,0.08263945296082521,-10.828125663244357,0.05697908619806775,time_varying,20.0,0
256000,0.2465837024588598,-6.0803563076400335,0.2747604105560105,time_varying,0.0,0
256000,0.17577710086464193,-7.550377027289581,0.14307588682805278,time_varying,10.0,0
256000,0.21737423809900383,-6.6279192719529885,0.30922017447545397,regime_switch,5.0,0
256000,0.3774100678711588,-4.231865186835338,0.36495664072962525,colored,0.0,0
256000,0.03887316324432005,-14.103501178690873,0.04275507247667897,impulsive,0.0,0
256000,0.03312344356130058,-14.798645196418587,0.0565911739965883,impulsive,20.0,0
272000,0.06477842291224858,-11.88569629472045,0.0577129858720356,regime_switch,20.0,0
272000,0.15146794015419998,-8.196792806079118,0.13465559659941406,gaussian,20.0,0
272000,0.0174026258705867,-17.59385216343911,0.027602031440564487,impulsive,5.0,0
272000,0.05120652147072292,-12.906747253752673,0.05097984822931717,gaussian,5.0,0
272000,0.046856655617319644,-13.292287122892464,0.04295987828604224,impulsive,20.0,0
272000,0.07782529514110974,-11.088792236381027,0.10849034294137513,gaussian,10.0,0
272000,0.2432006380068066,-6.140352900781416,0.2540390046773268,regime_switch,0.0,0
272000,0.19588924461569143,-7.079894084761725,0.12881771594487554,impulsive,10.0,0
288000,0.021915108221072493,-16.592563803541765,0.06563632473793544,regime_switch,10.0,0
288000,0.37978969297015497,-4.204568256613818,0.383459805765498,impulsive,20.0,0
