step,ss_mse,ss_mse_db,ep_mse,family,snr_db,divergence_count
8000,0.3616902373079086,-4.416632134946428,0.3993828132028464,time_varying,15.0,0
8000,0.10375951424482786,-9.839720700856025,0.1261537827677021,time_varying,10.0,0
8000,0.07627950787229358,-11.175921175217116,0.09187039694647112,gaussian,20.0,0
8000,0.07286931164457042,-11.374553329857376,0.09451366243920611,impulsive,15.0,0
8000,0.08417711259957815,-10.748059752753619,0.12136959712510308,regime_switch,5.0,0
8000,0.15329087408880407,-8.144836993557567,0.18970181401717298,time_varying,10.0,0
8000,0.3365473048920936,-4.729538829700913,0.37086422036993394,colored,10.0,0
8000,0.1952383345511714,-7.094349056758668,0.22937533307349225,colored,20.0,0
16000,0.059502661200595025,-12.254636104172867,0.12333146708387184,regime_switch,0.0,0
16000,0.2218291298677243,-6.5398142432495945,0.3078420081615819,time_varying,10.0,0
16000,0.17134562303229564,-7.661269849998908,0.18238021322850592,impulsive,5.0,0
16000,0.0496083029126274,-13.044456298042434,0.07832968043929293,regime_switch,10.0,0
16000,0.06262183906391487,-12.032741822633975,0.0603314207265852,colored,20.0,0
16000,0.06933500247638881,-11.590474645935272,0.06294744855679157,colored,15.0,0
16000,0.07301091399790553,-11.366122147396462,0.06497348406255127,regime_switch,15.0,0
16000,0.11497018527163458,-9.39414768779885,0.08102722889996225,time_varying,15.0,0
24000,0.04324494938875617,-13.640646068174702,0.05951118772823031,colored,10.0,0
24000,0.24502352119393908,-6.107922232483235,0.2779239462100039,regime_switch,15.0,0
24000,0.054814517515216696,-12.611044042493347,0.06707964300313367,gaussian,5.0,0
24000,0.042481229082754056,-13.718029265647635,0.05358508902639384,colored,15.0,0
24000,0.05070534393088323,-12.94946267139536,0.06086747463969865,gaussian,10.0,0
24000,0.03828846830716672,-14.169320068206703,0.04492284423442494,gaussian,20.0,0
24000,0.2182982622407536,-6.609497214682367,0.21922157133028852,regime_switch,20.0,0
24000,0.042280487509076724,-13.738600137554446,0.060788285850923884,colored,10.0,0
32000,0.05263346431192523,-12.787380439581721,0.04963310935970915,impulsive,20.0,0
32000,0.17128460013412655,-7.662816818505055,0.16722050845300906,time_varying,15.0,0
32000,0.1605720956975765,-7.943299244188832,0.1528198201183296,colored,10.0,0
32000,0.09348892430290438,-10.29239837241012,0.08518147280496448,gaussian,0.0,0
32000,0.05470136217157333,-12.620018587366584,0.05071017394387724,gaussian,20.0,0
32000,0.03983896189422364,-13.99691986740555,0.03665059630633883,gaussian,20.0,0
32000,0.11504614540960675,-9.39127927668498,0.1228751348903869,colored,15.0,0
32000,0.18471488688773213,-7.334981016735077,0.1620237694628016,time_varying,0.0,0
40000,0.07683538719294776,-11.1443871586068,0.08530825972851805,colored,15.0,0
40000,0.04761386816509973,-13.222665348676108,0.05603117136157077,gaussian,5.0,0
40000,0.3393072158806935,-4.694069043269464,0.24698209603604593,time_varying,0.0,0
