mse,ss_mse,ss_mse_db,conv_time,snr_improvement_db,train_family,eval_family,seed,model
0.010735053566440916,0.005532871756416515,-22.570493958787097,138,9.495661572203197,mixed,time_varying,1,CNN
0.016127763689766823,0.0012208593894395229,-29.133343520032305,139,10.514698520261245,mixed,time_varying,2,CNN
0.008611185746299632,0.004687294816695228,-23.290777297160787,140,9.457506350200294,mixed,alpha_stable,0,CNN
0.008674068063223671,0.0076418525802773125,-21.16801344527134,137,9.425907666115867,mixed,alpha_stable,1,CNN
0.008913837291887588,0.006268593328408469,-22.02829903796806,139,9.307488897800608,mixed,alpha_stable,2,CNN
0.009084483535332259,0.003915530128504069,-24.07209429843111,138,9.225133500976161,mixed,burst,0,CNN
0.009845954763843772,0.0004085649584112282,-33.8873888338862,152,8.87555756119755,mixed,burst,1,CNN
0.009481730728077198,0.014395024817402808,-18.41787582019932,138,9.039259746236146,mixed,burst,2,CNN
0.01920519548644571,0.004127929894159133,-23.842676869632278,331,5.973948601296474,mixed,chirp_interferer,0,CNN
0.012668343254809283,0.0016756778625023924,-27.758094675375048,356,7.780937699763083,mixed,chirp_interferer,1,CNN
0.021080955053416894,0.004054389994765751,-23.920744784198497,242,5.56923309964532,mixed,chirp_interferer,2,CNN
0.0469380550259789,0.007858706786619938,-21.046489146741795,380,11.057780565848272,mixed,regime_switch,0,CNN
0.00607312236794859,0.001046263565766028,-29.803588975210992,137,7.099938645990742,mixed,regime_switch,1,CNN
0.02887485836564621,0.006915502119259909,-21.601762811886253,151,13.113112425404102,mixed,regime_switch,2,CNN
